time,open,high,low,close,Volume,Volume MA
2021-01-04T10:00:00-03:00,25.02674576,25.0345715,24.54937516,24.61198104,2807398,2607285.1
2021-01-04T11:00:00-03:00,24.61198104,24.69023838,24.34590526,24.38503394,5486598,2787543
2021-01-04T12:00:00-03:00,24.38503394,24.44763981,24.22069352,24.25982219,5424877,2989113.6
2021-01-04T13:00:00-03:00,24.25982219,24.36938247,24.13461044,24.26764792,5529787,3179194.4
2021-01-04T14:00:00-03:00,24.25982219,24.32242807,24.18156485,24.29112513,5549853,3397719.5
2021-01-04T15:00:00-03:00,24.29895086,24.40068541,24.29112513,24.31460232,3169247,3451159.95
2021-01-04T16:00:00-03:00,24.31460232,24.34590526,24.20504205,24.25982219,3343154,3487586.15
2021-01-04T17:00:00-03:00,24.25982219,24.27547365,24.14243617,24.18156485,5338383,3668129.45
2021-01-05T10:00:00-03:00,24.04852656,24.06417883,23.61028464,23.64158837,4959390,3805656.6
2021-01-05T11:00:00-03:00,23.6494141,24.05635229,23.64158837,23.77462586,6255342,3906914.15
2021-01-05T12:00:00-03:00,23.77462586,23.90766334,23.71984572,23.84505746,4919367,4025813.45
2021-01-05T13:00:00-03:00,23.84505746,24.22851925,23.76680012,24.15808764,4963327,4150324.35
2021-01-05T14:00:00-03:00,24.15808764,24.30677659,24.08765604,24.12678471,2605343,4183617.35
2021-01-05T15:00:00-03:00,24.12678471,24.20504205,23.99374642,24.12678471,3428390,4262997.5
2021-01-05T16:00:00-03:00,24.12678471,24.26764792,24.07200456,24.08765604,3136797,4259414.45
2021-01-05T17:00:00-03:00,24.08765604,24.14243617,24.00939789,24.06417883,2297909,4244377.7
2021-01-06T10:00:00-03:00,24.24417072,24.86240453,24.09548177,24.66676117,11392257,4725013.05
2021-01-06T11:00:00-03:00,24.66676117,24.87805601,24.45546555,24.86240453,7451776,4982716.65
2021-01-06T12:00:00-03:00,24.8545788,25.02674576,24.77632146,24.90153321,7182928,4978941.55
2021-01-06T13:00:00-03:00,24.89370747,24.96413989,24.79197293,24.88588174,4022070,4963209.65
2021-01-06T14:00:00-03:00,24.88588174,25.05022296,24.83892733,24.93283695,3809060,5013292.75
2021-01-06T15:00:00-03:00,24.94066268,25.08935163,24.90935894,25.01892002,4215275,4949726.6
2021-01-06T16:00:00-03:00,25.01892002,25.07370017,24.8311016,24.90935894,4447340,4900849.75
2021-01-06T17:00:00-03:00,24.90935894,24.98761709,24.66676117,24.72936705,9506927,5099706.75
2021-01-07T10:00:00-03:00,24.76849572,25.29282072,24.65110971,25.10500311,4824568,5063442.5
2021-01-07T11:00:00-03:00,25.08935163,25.52759356,25.0815259,25.37107887,12499979,5529979.1
2021-01-07T12:00:00-03:00,25.37107887,25.46498769,25.28499499,25.41020754,6788450,5702243.9
2021-01-07T13:00:00-03:00,25.41803328,25.45716195,25.31629793,25.3554274,4688853,5669767.4
2021-01-07T14:00:00-03:00,25.34760167,25.47281342,25.3084722,25.39455608,4136185,5628607.15
2021-01-07T15:00:00-03:00,25.40238181,25.61367664,25.3789046,25.56672223,4555574,5543618.75
2021-01-07T16:00:00-03:00,25.56672223,25.80149506,25.55107076,25.77019212,8076895,5701495.15
2021-01-07T17:00:00-03:00,25.76236639,25.87192667,25.73106266,25.82497227,8226285,5864643.05
2021-01-08T10:00:00-03:00,25.77019212,26.16930458,25.59802517,25.61367664,9092385,6188995.15
2021-01-08T11:00:00-03:00,25.6058509,25.7858436,25.3789046,25.48846488,10588856,6547018.45
2021-01-08T12:00:00-03:00,25.48063915,25.66845678,25.44151048,25.63715384,11141897,6947273.45
